filepath,PQ
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00090.wav,7.995480809892927
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00091.wav,6.766633306230817
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00092.wav,7.444517271859306
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00093.wav,6.577576909746442
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00094.wav,6.666703224182129
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00095.wav,5.3497580119541706
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00096.wav,7.3552928652082175
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00097.wav,6.910862922668457
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00098.wav,7.765012468610491
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00099.wav,6.6427823475429
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00100.wav,7.232011386326381
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00101.wav,7.2843108858381
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00102.wav,7.437678064618792
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00103.wav,4.905495643615723
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00104.wav,7.752305439540318
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00105.wav,5.531732014247349
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00106.wav,7.596964836120605
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00107.wav,4.418093136378697
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00108.wav,8.258259637015206
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00109.wav,6.776407786778042
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00110.wav,7.45786462511335
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00111.wav,5.506257329668317
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00112.wav,7.642596789768764
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00113.wav,7.175289562770298
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00114.wav,6.704670361110142
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00115.wav,3.3249711990356445
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00116.wav,8.612222671508789
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00117.wav,5.2241345814296185
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00118.wav,7.602664402553013
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00119.wav,5.154937335423061
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00120.wav,7.420498984200615
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00121.wav,6.633586202348981
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00122.wav,7.360807146344866
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00123.wav,5.868685586111885
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00124.wav,7.465314865112305
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00125.wav,5.635902541024345
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00126.wav,7.9380805151803155
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00127.wav,6.15419592176165
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00128.wav,7.849253245762417
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00129.wav,5.674143518720355
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00130.wav,8.176514761788505
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00131.wav,6.055569648742676
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00132.wav,7.147468839372907
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00133.wav,5.482051031930107
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00134.wav,7.885565076555524
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00135.wav,5.3754425048828125
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00136.wav,7.256140027727399
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00137.wav,5.339228085109165
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00138.wav,8.63166264125279
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00139.wav,3.884140423366001
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00140.wav,7.601101057870048
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00141.wav,6.336624281747001
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00142.wav,7.059390204293388
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00143.wav,4.538044248308454
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00144.wav,7.044153213500977
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00145.wav,5.020560537065778
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00146.wav,7.645411491394043
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00147.wav,5.088568414960589
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00148.wav,7.458021981375557
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00149.wav,7.29837281363351
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00150.wav,7.66183716910226
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00151.wav,6.026150158473423
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00152.wav,7.865349905831474
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00153.wav,7.023121288844517
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00154.wav,6.791082109723773
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00155.wav,6.3933515548706055
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00156.wav,8.497706821986608
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00157.wav,5.688221114022392
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00158.wav,8.144666126796178
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00159.wav,6.059895242963519
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00160.wav,8.281889642987933
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00161.wav,5.65964766911098
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00162.wav,7.4682739802769245
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00163.wav,5.921378816877093
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00164.wav,8.404889787946429
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00165.wav,5.2290351050240655
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00166.wav,8.033654349190849
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00167.wav,5.574025426592145
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00168.wav,7.175043651035854
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00169.wav,5.2154663630894245
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00170.wav,8.258237157549177
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00171.wav,5.36034175327846
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00172.wav,7.966840607779366
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00173.wav,6.146201406206403
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00174.wav,8.065041814531599
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00175.wav,5.774645805358887
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00176.wav,8.3639737537929
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00177.wav,6.43491131918771
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00178.wav,8.50966249193464
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00179.wav,4.681200299944196
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00180.wav,7.943952424185616
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00181.wav,5.392357962472099
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00182.wav,8.010169437953405
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00183.wav,6.440352712358747
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00184.wav,7.177910123552595
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00185.wav,5.214452062334333
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00186.wav,7.989094597952706
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00187.wav,6.54872213091169
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00188.wav,8.258439472743444
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00189.wav,4.419535228184292
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00190.wav,8.258930615016393
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00191.wav,5.236338887895856
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00192.wav,7.9087952205112995
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00193.wav,6.611064502171108
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00194.wav,8.038281032017299
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00195.wav,5.360708236694336
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00196.wav,7.1577235630580365
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00197.wav,6.598634038652692
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00198.wav,7.803574289594378
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00199.wav,5.333797591073173
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00200.wav,7.219610895429339
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00201.wav,5.392470359802246
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00202.wav,8.710238592965263
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00203.wav,6.4330066953386575
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00204.wav,7.393499101911273
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00205.wav,4.662636348179409
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00206.wav,8.444384847368513
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00207.wav,6.837705884660993
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00208.wav,7.929400035313198
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00209.wav,7.054894992283413
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00210.wav,7.027262960161481
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00211.wav,5.568611962454659
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00212.wav,8.058456012180873
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00213.wav,6.532906123570034
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00214.wav,6.856113161359515
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00215.wav,6.186251640319824
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00216.wav,8.22528770991734
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00217.wav,7.305771963936943
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00218.wav,7.379976000104632
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00219.wav,6.220500809805733
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00220.wav,7.595962796892438
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00221.wav,5.77108519417899
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00222.wav,7.860854012625557
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00223.wav,5.198862893240792
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00224.wav,7.562682969229561
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00225.wav,6.674083300999233
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00226.wav,9.155773435320173
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00227.wav,5.347108159746442
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00228.wav,8.624364307948522
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00229.wav,6.702666282653809
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00230.wav,8.63421985081264
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00231.wav,6.084190777369908
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00232.wav,8.325871058872767
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00233.wav,5.503501892089844
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00234.wav,8.589801788330078
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00235.wav,5.381994247436523
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00236.wav,7.67573629106794
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00237.wav,5.775891712733677
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00238.wav,7.520687920706612
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00239.wav,6.204611233302525
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00240.wav,7.64728137425014
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00241.wav,5.942074230739048
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00242.wav,7.504808562142509
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00243.wav,6.767537934439522
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00244.wav,8.031296730041504
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00245.wav,5.293521199907575
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00246.wav,7.507688658578056
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00247.wav,5.003856931413923
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00248.wav,8.031160490853447
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00249.wav,5.916667665754046
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00250.wav,8.041904313223702
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00251.wav,6.452264104570661
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00252.wav,7.881084169660296
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00253.wav,4.89868095942906
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00254.wav,7.200205666678292
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00255.wav,6.234622001647949
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00256.wav,7.725063732692173
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00257.wav,5.756011690412249
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00258.wav,8.02436011178153
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00259.wav,6.308403696332659
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00260.wav,8.647668021065849
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00261.wav,5.5905417033604206
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00262.wav,6.6832685470581055
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00263.wav,5.6293712343488425
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00264.wav,7.481309345790318
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00265.wav,5.794231551034111
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00266.wav,7.378072738647461
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00267.wav,6.778355325971331
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00268.wav,7.588622229439872
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00269.wav,5.743264470781599
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00270.wav,8.049847057887487
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00271.wav,5.455050468444824
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00272.wav,7.840323448181152
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00273.wav,5.890932764325823
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00274.wav,8.138020379202706
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00275.wav,6.504537037440708
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00276.wav,7.600272723606655
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00277.wav,4.6961532320295065
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00278.wav,8.06757926940918
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00279.wav,5.387490817478725
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00280.wav,8.358597755432129
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00281.wav,5.920468739100865
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00282.wav,7.592830657958984
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00283.wav,4.441751071384975
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00284.wav,7.880307606288365
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00285.wav,5.734576497759138
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00286.wav,7.710264069693428
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00287.wav,6.222004209245954
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00288.wav,7.736290522984096
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00289.wav,6.076348849705288
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00290.wav,7.309994697570801
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00291.wav,6.49075984954834
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00292.wav,7.760007722037178
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00293.wav,5.071349143981934
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00294.wav,9.173673902239118
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00295.wav,6.414995874677386
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00296.wav,7.589176722935268
