filepath,ground_truth,predicted,abs_error
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09191.wav,5.816767556326729,5.807158470153809,0.009609086172920556
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 01412.wav,7.289784295218331,7.232170104980469,0.05761419023786196
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 22077.wav,6.741298948015485,6.714820861816406,0.026478086199078987
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 06878.wav,8.053174018859863,8.132569313049316,0.07939529418945312
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 03877.wav,5.938826969691685,5.828103065490723,0.11072390420096223
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 04771.wav,5.632239750453404,5.331141471862793,0.30109827859061067
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 02772.wav,7.389614241463798,7.28790283203125,0.1017114094325482
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13712.wav,7.427469662257603,7.522101402282715,0.09463174002511199
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 08546.wav,7.652637617928642,7.766176223754883,0.11353860582624087
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00259.wav,6.308403696332659,6.397528648376465,0.08912495204380555
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 17166.wav,7.709650312151227,7.671439170837402,0.03821114131382508
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 06672.wav,7.316904749189105,7.357815742492676,0.040910993303571175
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 19261.wav,7.158592087881905,7.08392333984375,0.07466874803815493
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09791.wav,7.718207495553154,7.716241836547852,0.0019656590053021006
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00199.wav,5.333797591073173,5.3448638916015625,0.011066300528389306
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 11051.wav,5.474205017089844,5.370759963989258,0.10344505310058594
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 17818.wav,8.945684432983398,8.9598970413208,0.014212608337402344
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 06062.wav,8.847049985613141,8.893383979797363,0.046333994184221794
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 20514.wav,7.70134721483503,7.674217224121094,0.02712999071393618
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 01453.wav,6.563155991690499,6.481258392333984,0.0818975993565143
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 19361.wav,5.654938561575753,5.666324615478516,0.011386053902763038
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 08487.wav,7.247531073434013,7.335392951965332,0.087861878531319
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 17213.wav,5.625599452427456,5.621623992919922,0.003975459507533863
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13649.wav,5.342770303998675,5.199729919433594,0.14304038456508117
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 16546.wav,9.126676831926618,8.950944900512695,0.17573193141392274
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13162.wav,7.16796602521624,7.0956010818481445,0.07236494336809507
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09161.wav,6.449522972106934,6.551877021789551,0.10235404968261719
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15656.wav,7.677963120596749,7.59373664855957,0.08422647203717837
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 02797.wav,7.558727264404297,7.580399513244629,0.02167224884033203
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 21048.wav,7.710683686392647,7.665266990661621,0.045416695731026024
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00052.wav,8.060416494097028,8.151201248168945,0.0907847540719171
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 20037.wav,5.197881289890835,5.088283538818359,0.10959775107247527
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 06715.wav,6.41704763684954,6.374610900878906,0.04243673597063413
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 03043.wav,5.734197071620396,5.724504470825195,0.009692600795200512
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 06164.wav,7.911077226911273,7.963205337524414,0.05212811061314149
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07558.wav,7.6092134203229636,7.659258842468262,0.05004542214529817
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15084.wav,8.288158689226423,8.252644538879395,0.035514150347028206
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00520.wav,8.384379659380231,8.414996147155762,0.030616487775530388
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 21046.wav,8.388471603393555,8.323213577270508,0.06525802612304688
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05999.wav,5.8234902790614544,5.77735710144043,0.04613317762102476
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13202.wav,8.133760860988072,8.233903884887695,0.10014302389962282
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 04170.wav,7.336986405508858,7.314316749572754,0.02266965593610415
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 08358.wav,7.78911794934954,7.8512983322143555,0.06218038286481509
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 12387.wav,5.956604140145439,5.862492561340332,0.09411157880510679
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07286.wav,8.272039549691337,8.308231353759766,0.03619180406842837
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00466.wav,8.087704522269112,8.12226390838623,0.03455938611711851
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 11858.wav,7.551471165248325,7.619479179382324,0.0680080141339996
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 01131.wav,6.209741319928851,6.211546897888184,0.0018055779593328936
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 20386.wav,7.651209150041852,7.814516067504883,0.1633069174630304
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 16839.wav,6.371356419154576,6.306943893432617,0.06441252572195921
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 01483.wav,5.858548709324428,5.867452621459961,0.008903912135532543
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 12010.wav,6.710403987339565,7.319242477416992,0.6088384900774271
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 22958.wav,8.039309637887138,8.302328109741211,0.2630184718540729
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 11419.wav,4.543061937604632,4.411857604980469,0.1312043326241632
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 14884.wav,7.421145439147949,7.431475639343262,0.0103302001953125
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15367.wav,7.4092544828142435,7.5049238204956055,0.09566933768136199
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 21937.wav,6.592105456760952,7.147177696228027,0.5550722394670755
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00911.wav,6.2140015193394245,6.189284324645996,0.024717194693428368
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 20432.wav,7.878971099853516,7.891090393066406,0.012119293212890625
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 11746.wav,7.845796857561384,7.795698165893555,0.05009869166782899
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 03519.wav,6.390079770769392,6.429692268371582,0.039612497602189656
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07858.wav,8.299647058759417,8.159393310546875,0.1402537482125421
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15482.wav,7.754378999982562,7.747725486755371,0.006653513227190544
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 10628.wav,6.44679205758231,6.420658111572266,0.026133946010044262
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15213.wav,5.024509429931641,4.849233627319336,0.1752758026123047
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 19556.wav,7.793335233415876,7.815296173095703,0.021960939679827263
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07781.wav,6.83539731161935,6.826131820678711,0.009265490940639332
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 10562.wav,7.775403431483677,7.637415885925293,0.1379875455583841
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 02450.wav,7.678065299987793,7.666572570800781,0.011492729187011719
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 01527.wav,5.551332746233259,5.5461320877075195,0.0052006585257391436
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 04140.wav,7.963288170950753,8.015251159667969,0.05196298871721616
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 18834.wav,8.375285693577357,8.392651557922363,0.017365864345006088
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15104.wav,8.700746808733259,8.760303497314453,0.05955668858119445
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 02404.wav,7.417229924883161,7.444623947143555,0.02739402226039367
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 10624.wav,8.907252720424108,8.978720664978027,0.0714679445539197
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09960.wav,8.323639460972377,8.366803169250488,0.04316370827811156
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13995.wav,6.109540803091866,6.156309127807617,0.04676832471575132
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 16997.wav,5.2983052389962335,5.065753936767578,0.2325513022286554
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 08352.wav,7.869470460074288,7.987067222595215,0.1175967625209271
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13651.wav,6.223071643284389,6.15709114074707,0.06598050253731902
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 10908.wav,7.922938891819546,7.845280647277832,0.07765824454171355
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09838.wav,8.363804136003766,8.042823791503906,0.32098034449986024
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 23108.wav,8.126418931143624,8.160075187683105,0.03365625653948179
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 18079.wav,6.549553189958845,6.544034957885742,0.005518232073102425
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 06872.wav,7.330072266714913,7.382923126220703,0.05285085950579038
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 08119.wav,5.809304373604912,5.719881057739258,0.08942331586565455
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 18488.wav,8.925971984863281,9.024554252624512,0.09858226776123047
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00134.wav,7.885565076555524,7.964247703552246,0.0786826269967218
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15501.wav,6.626056943620954,6.69558048248291,0.06952353886195617
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05170.wav,7.925054686410087,7.928340911865234,0.003286225455147118
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 01595.wav,6.0257400785173685,6.060640335083008,0.03490025656563933
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 17187.wav,7.186275209699359,7.202652931213379,0.016377721514019505
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 16180.wav,8.363830702645439,8.541457176208496,0.17762647356305727
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 14573.wav,7.517279897417341,7.669981002807617,0.15270110539027648
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 12102.wav,7.472095489501953,7.544814109802246,0.07271862030029297
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 01027.wav,5.946946144104004,5.796683311462402,0.15026283264160156
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 17021.wav,6.899809156145368,6.823162078857422,0.07664707728794617
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00167.wav,5.574025426592145,5.508886337280273,0.06513908931187196
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 04487.wav,7.085221835545132,6.980815887451172,0.10440594809396053
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 11598.wav,9.094186510358538,9.089765548706055,0.004420961652483513
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 06797.wav,6.798912457057408,6.855552673339844,0.05664021628243532
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07893.wav,7.027141707284111,7.023646354675293,0.0034953526088177256
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13889.wav,3.53362968989781,3.455004930496216,0.07862475940159408
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15298.wav,9.050042288643974,8.972394943237305,0.07764734540666929
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 06369.wav,5.914515086582729,5.889458656311035,0.02505643027169402
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09468.wav,7.189888954162598,7.232166290283203,0.04227733612060547
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 08513.wav,6.888243811471122,6.8702392578125,0.018004553658622413
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 16545.wav,4.370570182800293,4.339417457580566,0.031152725219726562
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 14815.wav,5.571167809622628,5.499813079833984,0.07135472978864321
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 02622.wav,8.438829694475446,8.522416114807129,0.08358642033168273
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 06407.wav,6.521354402814593,6.630855560302734,0.10950115748814149
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 01765.wav,5.934058598109654,5.854914665222168,0.07914393288748567
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 02981.wav,5.131024633135114,5.113018989562988,0.018005643572125862
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 16259.wav,5.592449051993233,5.48338508605957,0.10906396593366274
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13540.wav,8.098523276192802,8.148469924926758,0.04994664873395571
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 04966.wav,8.085668427603585,8.079598426818848,0.006070000784736962
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09248.wav,7.66873836517334,7.778569221496582,0.10983085632324219
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 22771.wav,6.016407694135394,6.030056953430176,0.013649259294782112
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 10369.wav,5.993289266313825,5.984208106994629,0.009081159319196175
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05883.wav,6.026268686567034,5.944171905517578,0.08209678104945617
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13643.wav,4.973187446594238,5.601381301879883,0.6281938552856445
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 17194.wav,7.582026890345982,7.601069450378418,0.019042560032436207
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13427.wav,5.384017399379185,5.963269233703613,0.5792518343244284
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 18765.wav,5.8255216053554,5.856809616088867,0.03128801073346743
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 19757.wav,6.079521860395159,6.094900131225586,0.015378270830426644
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15690.wav,7.255692481994629,7.358460426330566,0.1027679443359375
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09199.wav,4.431027003696987,4.404299736022949,0.02672726767403777
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 03128.wav,8.582823617117745,8.664812088012695,0.08198847089495054
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13747.wav,6.450888088771275,6.416050910949707,0.0348371778215677
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 20243.wav,7.909291131155831,7.953856468200684,0.04456533704485288
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 03725.wav,7.264035088675362,7.391484260559082,0.12744917188372007
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00315.wav,5.569945062909808,5.500917434692383,0.06902762821742492
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07270.wav,7.848957606724331,7.8347578048706055,0.014199801853725269
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 08309.wav,7.423334121704102,7.284267425537109,0.1390666961669922
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 03821.wav,7.016921724591937,6.969790458679199,0.04713126591273742
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 12978.wav,8.376621518816266,8.279071807861328,0.09754971095493836
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09614.wav,8.072501591273717,8.182602882385254,0.11010129111153688
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07525.wav,6.519921166556221,6.540117263793945,0.020196097237723976
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 18293.wav,7.87863050188337,7.926077842712402,0.04744734082903257
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 00447.wav,6.1250393731253485,6.134786605834961,0.009747232709612419
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 02342.wav,8.238624164036342,8.185444831848145,0.05317933218819704
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 08242.wav,7.929862567356655,7.984724044799805,0.05486147744314973
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 02608.wav,8.093018531799316,8.098895072937012,0.0058765411376953125
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07667.wav,6.967205320085798,6.93828010559082,0.028925214494977425
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 10414.wav,8.313229424612862,8.269380569458008,0.04384885515485415
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05511.wav,6.083388328552246,5.521183967590332,0.5622043609619141
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09568.wav,7.753404889787946,7.7899370193481445,0.036532129560198356
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07908.wav,8.161379950387138,8.189126014709473,0.027746064322334618
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15214.wav,8.107038225446429,7.835299491882324,0.2717387335641046
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07537.wav,6.2374884741646905,6.2755537033081055,0.038065229143414925
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 03142.wav,8.751269749232701,8.86737060546875,0.1161008562360486
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 18932.wav,8.93819808959961,8.878576278686523,0.05962181091308594
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13203.wav,5.836025646754673,5.729426383972168,0.1065992627825052
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 01889.wav,6.394396509443011,6.365785598754883,0.028610910688128044
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 17983.wav,6.464838981628418,6.575629234313965,0.11079025268554688
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 19016.wav,8.031697954450335,8.05544376373291,0.02374580928257508
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 08790.wav,8.518124307904925,8.741095542907715,0.22297123500278992
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 02727.wav,7.291625567844936,7.26332950592041,0.02829606192452605
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 20509.wav,6.260277884347099,6.280526161193848,0.02024827684674868
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 20682.wav,7.930278778076172,7.970270156860352,0.03999137878417969
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 11876.wav,7.579540525163923,7.589967727661133,0.010427202497210075
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 12060.wav,7.837341853550503,7.781352996826172,0.05598885672433074
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05195.wav,6.911585671561104,6.789482116699219,0.1221035548618854
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 01227.wav,6.053082602364677,6.003896713256836,0.04918588910784116
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13246.wav,7.526600020272392,7.524396896362305,0.002203123910087257
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 13474.wav,7.948090008326939,7.878541946411133,0.06954806191580598
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 22830.wav,8.180291312081474,8.434066772460938,0.2537754603794635
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 07946.wav,7.860644204275948,7.8647918701171875,0.004147665841239601
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 16201.wav,6.3757153919764935,6.364458084106445,0.011257307870048194
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 15094.wav,8.756434576851982,8.842667579650879,0.08623300279889712
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 09541.wav,5.819698742457798,5.718843460083008,0.10085528237479036
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 17126.wav,7.582264627729144,7.553805351257324,0.02845927647181945
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 03702.wav,7.506326266697475,7.484489440917969,0.02183682577950652
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 04842.wav,8.692992074148995,8.636138916015625,0.056853158133369774
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 06647.wav,7.067763464791435,7.118014335632324,0.050250870840889306
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 17780.wav,7.251382555280413,7.236743927001953,0.014638628278460075
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 22829.wav,5.906777381896973,5.899603843688965,0.0071735382080078125
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 03352.wav,7.907853126525879,7.97944450378418,0.07159137725830078
